0	2.5e+07
0.621242	2.50005e+07
1.24248	2.50009e+07
1.86373	2.50014e+07
2.48497	2.50018e+07
3.10621	2.50023e+07
3.72745	2.50027e+07
4.3487	2.50032e+07
4.96994	2.50037e+07
5.59118	2.50041e+07
6.21242	2.50046e+07
6.83367	2.5005e+07
7.45491	2.50055e+07
8.07615	2.5006e+07
8.69739	2.50064e+07
9.31864	2.50069e+07
9.93988	2.50073e+07
10.5611	2.50078e+07
11.1824	2.50082e+07
11.8036	2.50087e+07
12.4248	2.50093e+07
13.0461	2.50099e+07
13.6673	2.50106e+07
14.2886	2.50113e+07
14.9098	2.5012e+07
15.5311	2.50126e+07
16.1523	2.50133e+07
16.7735	2.5014e+07
17.3948	2.50147e+07
18.016	2.50153e+07
18.6373	2.5016e+07
19.2585	2.50167e+07
19.8798	2.50174e+07
20.501	2.5018e+07
21.1222	2.50187e+07
21.7435	2.50194e+07
22.3647	2.50201e+07
22.986	2.50207e+07
23.6072	2.50215e+07
24.2285	2.50226e+07
24.8497	2.50237e+07
25.4709	2.50249e+07
26.0922	2.5026e+07
26.7134	2.50271e+07
27.3347	2.50283e+07
27.9559	2.50294e+07
28.5772	2.50305e+07
29.1984	2.50317e+07
29.8196	2.50328e+07
30.4409	2.50339e+07
31.0621	2.50351e+07
31.6834	2.50362e+07
32.3046	2.50373e+07
32.9259	2.50385e+07
33.5471	2.50396e+07
34.1683	2.5041e+07
34.7896	2.50428e+07
35.4108	2.50447e+07
36.0321	2.50466e+07
36.6533	2.50485e+07
37.2745	2.50503e+07
37.8958	2.50522e+07
38.517	2.50541e+07
39.1383	2.50559e+07
39.7595	2.50578e+07
40.3808	2.50597e+07
41.002	2.50615e+07
41.6232	2.50634e+07
42.2445	2.50653e+07
42.8657	2.50672e+07
43.487	2.5069e+07
44.1082	2.50713e+07
44.7295	2.50744e+07
45.3507	2.50774e+07
45.9719	2.50805e+07
46.5932	2.50835e+07
47.2144	2.50866e+07
47.8357	2.50896e+07
48.4569	2.50927e+07
49.0782	2.50957e+07
49.6994	2.50987e+07
50.3206	2.51018e+07
50.9419	2.51048e+07
51.5631	2.51079e+07
52.1844	2.51109e+07
52.8056	2.5114e+07
53.4269	2.51179e+07
54.0481	2.51228e+07
54.6693	2.51276e+07
55.2906	2.51324e+07
55.9118	2.51372e+07
56.5331	2.5142e+07
57.1543	2.51468e+07
57.7756	2.51516e+07
58.3968	2.51564e+07
59.018	2.51612e+07
59.6393	2.51661e+07
60.2605	2.51709e+07
60.8818	2.51757e+07
61.503	2.51805e+07
62.1242	2.51853e+07
62.7455	2.51905e+07
63.3667	2.51971e+07
63.988	2.52037e+07
64.6092	2.52103e+07
65.2305	2.52168e+07
65.8517	2.52234e+07
66.4729	2.523e+07
67.0942	2.52366e+07
67.7154	2.52432e+07
68.3367	2.52498e+07
68.9579	2.52564e+07
69.5792	2.52638e+07
70.2004	2.52719e+07
70.8216	2.52814e+07
71.4429	2.52908e+07
72.0641	2.53001e+07
72.6854	2.53095e+07
73.3066	2.53188e+07
73.9279	2.53281e+07
74.5491	2.53374e+07
75.1703	2.53468e+07
75.7916	2.53561e+07
76.4128	2.53654e+07
77.0341	2.53748e+07
77.6553	2.53858e+07
78.2766	2.53981e+07
78.8978	2.54105e+07
79.519	2.54229e+07
80.1403	2.54352e+07
80.7615	2.54476e+07
81.3828	2.546e+07
82.004	2.54723e+07
82.6253	2.54847e+07
83.2465	2.54971e+07
83.8677	2.55094e+07
84.489	2.55226e+07
85.1102	2.55383e+07
85.7315	2.5554e+07
86.3527	2.55696e+07
86.9739	2.55853e+07
87.5952	2.5601e+07
88.2164	2.56167e+07
88.8377	2.56324e+07
89.4589	2.56481e+07
90.0802	2.56638e+07
90.7014	2.56795e+07
91.3226	2.56978e+07
91.9439	2.57175e+07
92.5651	2.57372e+07
93.1864	2.57569e+07
93.8076	2.57766e+07
94.4289	2.57964e+07
95.0501	2.58161e+07
95.6713	2.58358e+07
96.2926	2.58556e+07
96.9138	2.58754e+07
97.5351	2.58983e+07
98.1563	2.59221e+07
98.7776	2.5946e+07
99.3988	2.59699e+07
100.02	2.59938e+07
100.641	2.60175e+07
101.263	2.60412e+07
101.884	2.60649e+07
102.505	2.60886e+07
103.126	2.61147e+07
103.747	2.61429e+07
104.369	2.61712e+07
104.99	2.61994e+07
105.611	2.62276e+07
106.232	2.62558e+07
106.854	2.62841e+07
107.475	2.63123e+07
108.096	2.63405e+07
